Employee_ID,Employee_Name,Role,Team,Team_Leader,Shift_Manager,DC_Manager,DC_ID,Region,Country
EMP0202,Employee_0202,Warehouse Associate,Team_B,TL_DC007_B,Shift_Manager_Morning,Manager_Berlin,DC007,DACH,Germany
EMP0203,Employee_0203,Warehouse Associate,Team_B,TL_DC007_B,Shift_Manager_Morning,Manager_Berlin,DC007,DACH,Germany
EMP0204,Employee_0204,Replenisher,Team_B,TL_DC007_B,Shift_Manager_Night,Manager_Berlin,DC007,DACH,Germany
EMP0205,Employee_0205,Warehouse Associate,Team_B,TL_DC007_B,Shift_Manager_Morning,Manager_Berlin,DC007,DACH,Germany
EMP0206,Employee_0206,Packer,Team_B,TL_DC007_B,Shift_Manager_Morning,Manager_Berlin,DC007,DACH,Germany
EMP0207,Employee_0207,Replenisher,Team_B,TL_DC007_B,Shift_Manager_Evening,Manager_Berlin,DC007,DACH,Germany
EMP0208,Employee_0208,Replenisher,Team_B,TL_DC007_B,Shift_Manager_Morning,Manager_Berlin,DC007,DACH,Germany
EMP0209,Employee_0209,Picker,Team_C,TL_DC007_C,Shift_Manager_Morning,Manager_Berlin,DC007,DACH,Germany
EMP0210,Employee_0210,Packer,Team_C,TL_DC007_C,Shift_Manager_Night,Manager_Berlin,DC007,DACH,Germany
EMP0211,Employee_0211,Replenisher,Team_C,TL_DC007_C,Shift_Manager_Night,Manager_Berlin,DC007,DACH,Germany
EMP0212,Employee_0212,Picker,Team_C,TL_DC007_C,Shift_Manager_Evening,Manager_Berlin,DC007,DACH,Germany
EMP0213,Employee_0213,Warehouse Associate,Team_C,TL_DC007_C,Shift_Manager_Night,Manager_Berlin,DC007,DACH,Germany
EMP0214,Employee_0214,Packer,Team_C,TL_DC007_C,Shift_Manager_Night,Manager_Berlin,DC007,DACH,Germany
EMP0215,Employee_0215,Picker,Team_C,TL_DC007_C,Shift_Manager_Morning,Manager_Berlin,DC007,DACH,Germany
EMP0216,Employee_0216,Packer,Team_C,TL_DC007_C,Shift_Manager_Night,Manager_Berlin,DC007,DACH,Germany
EMP0217,Employee_0217,Warehouse Associate,Team_D,TL_DC007_D,Shift_Manager_Evening,Manager_Berlin,DC007,DACH,Germany
EMP0218,Employee_0218,Replenisher,Team_D,TL_DC007_D,Shift_Manager_Evening,Manager_Berlin,DC007,DACH,Germany
EMP0219,Employee_0219,Picker,Team_D,TL_DC007_D,Shift_Manager_Night,Manager_Berlin,DC007,DACH,Germany
EMP0220,Employee_0220,Packer,Team_D,TL_DC007_D,Shift_Manager_Morning,Manager_Berlin,DC007,DACH,Germany
EMP0221,Employee_0221,Replenisher,Team_D,TL_DC007_D,Shift_Manager_Evening,Manager_Berlin,DC007,DACH,Germany
EMP0222,Employee_0222,Replenisher,Team_D,TL_DC007_D,Shift_Manager_Evening,Manager_Berlin,DC007,DACH,Germany
EMP0223,Employee_0223,Packer,Team_D,TL_DC007_D,Shift_Manager_Evening,Manager_Berlin,DC007,DACH,Germany
EMP0224,Employee_0224,Packer,Team_D,TL_DC007_D,Shift_Manager_Night,Manager_Berlin,DC007,DACH,Germany
EMP0225,Employee_0225,Picker,Team_A,TL_DC008_A,Shift_Manager_Night,Manager_Munich,DC008,DACH,Germany
EMP0226,Employee_0226,Warehouse Associate,Team_A,TL_DC008_A,Shift_Manager_Evening,Manager_Munich,DC008,DACH,Germany
EMP0227,Employee_0227,Replenisher,Team_A,TL_DC008_A,Shift_Manager_Night,Manager_Munich,DC008,DACH,Germany
EMP0228,Employee_0228,Packer,Team_A,TL_DC008_A,Shift_Manager_Night,Manager_Munich,DC008,DACH,Germany
EMP0229,Employee_0229,Picker,Team_A,TL_DC008_A,Shift_Manager_Morning,Manager_Munich,DC008,DACH,Germany
EMP0230,Employee_0230,Replenisher,Team_A,TL_DC008_A,Shift_Manager_Night,Manager_Munich,DC008,DACH,Germany
EMP0231,Employee_0231,Packer,Team_A,TL_DC008_A,Shift_Manager_Morning,Manager_Munich,DC008,DACH,Germany
EMP0232,Employee_0232,Picker,Team_A,TL_DC008_A,Shift_Manager_Morning,Manager_Munich,DC008,DACH,Germany
EMP0233,Employee_0233,Picker,Team_B,TL_DC008_B,Shift_Manager_Evening,Manager_Munich,DC008,DACH,Germany
EMP0234,Employee_0234,Picker,Team_B,TL_DC008_B,Shift_Manager_Evening,Manager_Munich,DC008,DACH,Germany
EMP0235,Employee_0235,Replenisher,Team_B,TL_DC008_B,Shift_Manager_Morning,Manager_Munich,DC008,DACH,Germany
EMP0236,Employee_0236,Packer,Team_B,TL_DC008_B,Shift_Manager_Night,Manager_Munich,DC008,DACH,Germany
EMP0237,Employee_0237,Packer,Team_B,TL_DC008_B,Shift_Manager_Morning,Manager_Munich,DC008,DACH,Germany
EMP0238,Employee_0238,Picker,Team_B,TL_DC008_B,Shift_Manager_Evening,Manager_Munich,DC008,DACH,Germany
EMP0239,Employee_0239,Warehouse Associate,Team_B,TL_DC008_B,Shift_Manager_Morning,Manager_Munich,DC008,DACH,Germany
EMP0240,Employee_0240,Picker,Team_B,TL_DC008_B,Shift_Manager_Evening,Manager_Munich,DC008,DACH,Germany
EMP0241,Employee_0241,Replenisher,Team_C,TL_DC008_C,Shift_Manager_Night,Manager_Munich,DC008,DACH,Germany
EMP0242,Employee_0242,Replenisher,Team_C,TL_DC008_C,Shift_Manager_Night,Manager_Munich,DC008,DACH,Germany
EMP0243,Employee_0243,Picker,Team_C,TL_DC008_C,Shift_Manager_Evening,Manager_Munich,DC008,DACH,Germany
EMP0244,Employee_0244,Warehouse Associate,Team_C,TL_DC008_C,Shift_Manager_Evening,Manager_Munich,DC008,DACH,Germany
EMP0245,Employee_0245,Picker,Team_C,TL_DC008_C,Shift_Manager_Night,Manager_Munich,DC008,DACH,Germany
EMP0246,Employee_0246,Packer,Team_C,TL_DC008_C,Shift_Manager_Evening,Manager_Munich,DC008,DACH,Germany
EMP0247,Employee_0247,Warehouse Associate,Team_C,TL_DC008_C,Shift_Manager_Night,Manager_Munich,DC008,DACH,Germany
EMP0248,Employee_0248,Replenisher,Team_C,TL_DC008_C,Shift_Manager_Morning,Manager_Munich,DC008,DACH,Germany
EMP0249,Employee_0249,Picker,Team_D,TL_DC008_D,Shift_Manager_Morning,Manager_Munich,DC008,DACH,Germany
EMP0250,Employee_0250,Warehouse Associate,Team_D,TL_DC008_D,Shift_Manager_Evening,Manager_Munich,DC008,DACH,Germany
EMP0251,Employee_0251,Replenisher,Team_D,TL_DC008_D,Shift_Manager_Night,Manager_Munich,DC008,DACH,Germany
EMP0252,Employee_0252,Packer,Team_D,TL_DC008_D,Shift_Manager_Morning,Manager_Munich,DC008,DACH,Germany
EMP0253,Employee_0253,Replenisher,Team_D,TL_DC008_D,Shift_Manager_Evening,Manager_Munich,DC008,DACH,Germany
EMP0254,Employee_0254,Replenisher,Team_D,TL_DC008_D,Shift_Manager_Evening,Manager_Munich,DC008,DACH,Germany
EMP0255,Employee_0255,Warehouse Associate,Team_D,TL_DC008_D,Shift_Manager_Evening,Manager_Munich,DC008,DACH,Germany
EMP0256,Employee_0256,Replenisher,Team_D,TL_DC008_D,Shift_Manager_Morning,Manager_Munich,DC008,DACH,Germany
EMP0257,Employee_0257,Packer,Team_A,TL_DC009_A,Shift_Manager_Evening,Manager_Cologne,DC009,DACH,Germany
EMP0258,Employee_0258,Packer,Team_A,TL_DC009_A,Shift_Manager_Night,Manager_Cologne,DC009,DACH,Germany
EMP0259,Employee_0259,Replenisher,Team_A,TL_DC009_A,Shift_Manager_Evening,Manager_Cologne,DC009,DACH,Germany
EMP0260,Employee_0260,Warehouse Associate,Team_A,TL_DC009_A,Shift_Manager_Night,Manager_Cologne,DC009,DACH,Germany
EMP0261,Employee_0261,Warehouse Associate,Team_A,TL_DC009_A,Shift_Manager_Morning,Manager_Cologne,DC009,DACH,Germany
EMP0262,Employee_0262,Packer,Team_A,TL_DC009_A,Shift_Manager_Evening,Manager_Cologne,DC009,DACH,Germany
EMP0263,Employee_0263,Packer,Team_A,TL_DC009_A,Shift_Manager_Evening,Manager_Cologne,DC009,DACH,Germany
EMP0264,Employee_0264,Replenisher,Team_A,TL_DC009_A,Shift_Manager_Evening,Manager_Cologne,DC009,DACH,Germany
EMP0265,Employee_0265,Picker,Team_B,TL_DC009_B,Shift_Manager_Evening,Manager_Cologne,DC009,DACH,Germany
EMP0266,Employee_0266,Replenisher,Team_B,TL_DC009_B,Shift_Manager_Evening,Manager_Cologne,DC009,DACH,Germany
EMP0267,Employee_0267,Replenisher,Team_B,TL_DC009_B,Shift_Manager_Morning,Manager_Cologne,DC009,DACH,Germany
EMP0268,Employee_0268,Replenisher,Team_B,TL_DC009_B,Shift_Manager_Morning,Manager_Cologne,DC009,DACH,Germany
EMP0269,Employee_0269,Replenisher,Team_B,TL_DC009_B,Shift_Manager_Morning,Manager_Cologne,DC009,DACH,Germany
EMP0270,Employee_0270,Picker,Team_B,TL_DC009_B,Shift_Manager_Evening,Manager_Cologne,DC009,DACH,Germany
EMP0271,Employee_0271,Replenisher,Team_B,TL_DC009_B,Shift_Manager_Night,Manager_Cologne,DC009,DACH,Germany
EMP0272,Employee_0272,Warehouse Associate,Team_B,TL_DC009_B,Shift_Manager_Night,Manager_Cologne,DC009,DACH,Germany
EMP0273,Employee_0273,Warehouse Associate,Team_C,TL_DC009_C,Shift_Manager_Evening,Manager_Cologne,DC009,DACH,Germany
EMP0274,Employee_0274,Picker,Team_C,TL_DC009_C,Shift_Manager_Night,Manager_Cologne,DC009,DACH,Germany
EMP0275,Employee_0275,Replenisher,Team_C,TL_DC009_C,Shift_Manager_Night,Manager_Cologne,DC009,DACH,Germany
EMP0276,Employee_0276,Warehouse Associate,Team_C,TL_DC009_C,Shift_Manager_Evening,Manager_Cologne,DC009,DACH,Germany
EMP0277,Employee_0277,Picker,Team_C,TL_DC009_C,Shift_Manager_Night,Manager_Cologne,DC009,DACH,Germany
EMP0278,Employee_0278,Warehouse Associate,Team_C,TL_DC009_C,Shift_Manager_Night,Manager_Cologne,DC009,DACH,Germany
EMP0279,Employee_0279,Packer,Team_C,TL_DC009_C,Shift_Manager_Evening,Manager_Cologne,DC009,DACH,Germany
EMP0280,Employee_0280,Replenisher,Team_C,TL_DC009_C,Shift_Manager_Night,Manager_Cologne,DC009,DACH,Germany
EMP0281,Employee_0281,Replenisher,Team_D,TL_DC009_D,Shift_Manager_Morning,Manager_Cologne,DC009,DACH,Germany
EMP0282,Employee_0282,Warehouse Associate,Team_D,TL_DC009_D,Shift_Manager_Night,Manager_Cologne,DC009,DACH,Germany
EMP0283,Employee_0283,Packer,Team_D,TL_DC009_D,Shift_Manager_Morning,Manager_Cologne,DC009,DACH,Germany
EMP0284,Employee_0284,Replenisher,Team_D,TL_DC009_D,Shift_Manager_Night,Manager_Cologne,DC009,DACH,Germany
EMP0285,Employee_0285,Replenisher,Team_D,TL_DC009_D,Shift_Manager_Morning,Manager_Cologne,DC009,DACH,Germany
EMP0286,Employee_0286,Replenisher,Team_D,TL_DC009_D,Shift_Manager_Night,Manager_Cologne,DC009,DACH,Germany
EMP0287,Employee_0287,Warehouse Associate,Team_D,TL_DC009_D,Shift_Manager_Evening,Manager_Cologne,DC009,DACH,Germany
EMP0288,Employee_0288,Warehouse Associate,Team_D,TL_DC009_D,Shift_Manager_Evening,Manager_Cologne,DC009,DACH,Germany
EMP0289,Employee_0289,Picker,Team_A,TL_DC010_A,Shift_Manager_Morning,Manager_Frankfurt,DC010,DACH,Germany
EMP0290,Employee_0290,Packer,Team_A,TL_DC010_A,Shift_Manager_Night,Manager_Frankfurt,DC010,DACH,Germany
EMP0291,Employee_0291,Picker,Team_A,TL_DC010_A,Shift_Manager_Night,Manager_Frankfurt,DC010,DACH,Germany
EMP0292,Employee_0292,Replenisher,Team_A,TL_DC010_A,Shift_Manager_Evening,Manager_Frankfurt,DC010,DACH,Germany
EMP0293,Employee_0293,Picker,Team_A,TL_DC010_A,Shift_Manager_Morning,Manager_Frankfurt,DC010,DACH,Germany
EMP0294,Employee_0294,Warehouse Associate,Team_A,TL_DC010_A,Shift_Manager_Night,Manager_Frankfurt,DC010,DACH,Germany
EMP0295,Employee_0295,Replenisher,Team_A,TL_DC010_A,Shift_Manager_Night,Manager_Frankfurt,DC010,DACH,Germany
EMP0296,Employee_0296,Replenisher,Team_A,TL_DC010_A,Shift_Manager_Morning,Manager_Frankfurt,DC010,DACH,Germany
EMP0297,Employee_0297,Packer,Team_B,TL_DC010_B,Shift_Manager_Night,Manager_Frankfurt,DC010,DACH,Germany
EMP0298,Employee_0298,Picker,Team_B,TL_DC010_B,Shift_Manager_Morning,Manager_Frankfurt,DC010,DACH,Germany
EMP0299,Employee_0299,Packer,Team_B,TL_DC010_B,Shift_Manager_Evening,Manager_Frankfurt,DC010,DACH,Germany
EMP0300,Employee_0300,Packer,Team_B,TL_DC010_B,Shift_Manager_Evening,Manager_Frankfurt,DC010,DACH,Germany
EMP0301,Employee_0301,Packer,Team_B,TL_DC010_B,Shift_Manager_Night,Manager_Frankfurt,DC010,DACH,Germany
EMP0302,Employee_0302,Packer,Team_B,TL_DC010_B,Shift_Manager_Night,Manager_Frankfurt,DC010,DACH,Germany
EMP0303,Employee_0303,Replenisher,Team_B,TL_DC010_B,Shift_Manager_Morning,Manager_Frankfurt,DC010,DACH,Germany
EMP0304,Employee_0304,Warehouse Associate,Team_B,TL_DC010_B,Shift_Manager_Night,Manager_Frankfurt,DC010,DACH,Germany
EMP0305,Employee_0305,Packer,Team_C,TL_DC010_C,Shift_Manager_Morning,Manager_Frankfurt,DC010,DACH,Germany
EMP0306,Employee_0306,Picker,Team_C,TL_DC010_C,Shift_Manager_Evening,Manager_Frankfurt,DC010,DACH,Germany
EMP0307,Employee_0307,Warehouse Associate,Team_C,TL_DC010_C,Shift_Manager_Morning,Manager_Frankfurt,DC010,DACH,Germany
EMP0308,Employee_0308,Packer,Team_C,TL_DC010_C,Shift_Manager_Night,Manager_Frankfurt,DC010,DACH,Germany
EMP0309,Employee_0309,Packer,Team_C,TL_DC010_C,Shift_Manager_Evening,Manager_Frankfurt,DC010,DACH,Germany
EMP0310,Employee_0310,Replenisher,Team_C,TL_DC010_C,Shift_Manager_Evening,Manager_Frankfurt,DC010,DACH,Germany
EMP0311,Employee_0311,Replenisher,Team_C,TL_DC010_C,Shift_Manager_Evening,Manager_Frankfurt,DC010,DACH,Germany
EMP0312,Employee_0312,Warehouse Associate,Team_C,TL_DC010_C,Shift_Manager_Evening,Manager_Frankfurt,DC010,DACH,Germany
EMP0313,Employee_0313,Warehouse Associate,Team_D,TL_DC010_D,Shift_Manager_Evening,Manager_Frankfurt,DC010,DACH,Germany
EMP0314,Employee_0314,Replenisher,Team_D,TL_DC010_D,Shift_Manager_Morning,Manager_Frankfurt,DC010,DACH,Germany
EMP0315,Employee_0315,Warehouse Associate,Team_D,TL_DC010_D,Shift_Manager_Morning,Manager_Frankfurt,DC010,DACH,Germany
EMP0316,Employee_0316,Picker,Team_D,TL_DC010_D,Shift_Manager_Evening,Manager_Frankfurt,DC010,DACH,Germany
EMP0317,Employee_0317,Replenisher,Team_D,TL_DC010_D,Shift_Manager_Evening,Manager_Frankfurt,DC010,DACH,Germany
EMP0318,Employee_0318,Warehouse Associate,Team_D,TL_DC010_D,Shift_Manager_Morning,Manager_Frankfurt,DC010,DACH,Germany
EMP0319,Employee_0319,Replenisher,Team_D,TL_DC010_D,Shift_Manager_Evening,Manager_Frankfurt,DC010,DACH,Germany
EMP0320,Employee_0320,Warehouse Associate,Team_D,TL_DC010_D,Shift_Manager_Evening,Manager_Frankfurt,DC010,DACH,Germany
EMP0321,Employee_0321,Packer,Team_A,TL_DC011_A,Shift_Manager_Night,Manager_Brussels,DC011,Benelux,Belgium
EMP0322,Employee_0322,Picker,Team_A,TL_DC011_A,Shift_Manager_Evening,Manager_Brussels,DC011,Benelux,Belgium
EMP0323,Employee_0323,Picker,Team_A,TL_DC011_A,Shift_Manager_Night,Manager_Brussels,DC011,Benelux,Belgium
EMP0324,Employee_0324,Replenisher,Team_A,TL_DC011_A,Shift_Manager_Evening,Manager_Brussels,DC011,Benelux,Belgium
EMP0325,Employee_0325,Picker,Team_A,TL_DC011_A,Shift_Manager_Night,Manager_Brussels,DC011,Benelux,Belgium
EMP0326,Employee_0326,Replenisher,Team_A,TL_DC011_A,Shift_Manager_Evening,Manager_Brussels,DC011,Benelux,Belgium
EMP0327,Employee_0327,Replenisher,Team_A,TL_DC011_A,Shift_Manager_Night,Manager_Brussels,DC011,Benelux,Belgium
EMP0328,Employee_0328,Replenisher,Team_A,TL_DC011_A,Shift_Manager_Evening,Manager_Brussels,DC011,Benelux,Belgium
EMP0329,Employee_0329,Packer,Team_B,TL_DC011_B,Shift_Manager_Morning,Manager_Brussels,DC011,Benelux,Belgium
EMP0330,Employee_0330,Packer,Team_B,TL_DC011_B,Shift_Manager_Evening,Manager_Brussels,DC011,Benelux,Belgium
EMP0331,Employee_0331,Warehouse Associate,Team_B,TL_DC011_B,Shift_Manager_Night,Manager_Brussels,DC011,Benelux,Belgium
EMP0332,Employee_0332,Picker,Team_B,TL_DC011_B,Shift_Manager_Night,Manager_Brussels,DC011,Benelux,Belgium
EMP0333,Employee_0333,Packer,Team_B,TL_DC011_B,Shift_Manager_Morning,Manager_Brussels,DC011,Benelux,Belgium
EMP0334,Employee_0334,Warehouse Associate,Team_B,TL_DC011_B,Shift_Manager_Morning,Manager_Brussels,DC011,Benelux,Belgium
EMP0335,Employee_0335,Packer,Team_B,TL_DC011_B,Shift_Manager_Evening,Manager_Brussels,DC011,Benelux,Belgium
EMP0336,Employee_0336,Packer,Team_B,TL_DC011_B,Shift_Manager_Night,Manager_Brussels,DC011,Benelux,Belgium
EMP0337,Employee_0337,Packer,Team_C,TL_DC011_C,Shift_Manager_Evening,Manager_Brussels,DC011,Benelux,Belgium
EMP0338,Employee_0338,Warehouse Associate,Team_C,TL_DC011_C,Shift_Manager_Morning,Manager_Brussels,DC011,Benelux,Belgium
EMP0339,Employee_0339,Replenisher,Team_C,TL_DC011_C,Shift_Manager_Evening,Manager_Brussels,DC011,Benelux,Belgium
EMP0340,Employee_0340,Warehouse Associate,Team_C,TL_DC011_C,Shift_Manager_Night,Manager_Brussels,DC011,Benelux,Belgium
EMP0341,Employee_0341,Packer,Team_C,TL_DC011_C,Shift_Manager_Morning,Manager_Brussels,DC011,Benelux,Belgium
EMP0342,Employee_0342,Packer,Team_C,TL_DC011_C,Shift_Manager_Night,Manager_Brussels,DC011,Benelux,Belgium
EMP0343,Employee_0343,Packer,Team_C,TL_DC011_C,Shift_Manager_Morning,Manager_Brussels,DC011,Benelux,Belgium
EMP0344,Employee_0344,Picker,Team_C,TL_DC011_C,Shift_Manager_Night,Manager_Brussels,DC011,Benelux,Belgium
EMP0345,Employee_0345,Picker,Team_D,TL_DC011_D,Shift_Manager_Evening,Manager_Brussels,DC011,Benelux,Belgium
EMP0346,Employee_0346,Replenisher,Team_D,TL_DC011_D,Shift_Manager_Morning,Manager_Brussels,DC011,Benelux,Belgium
EMP0347,Employee_0347,Packer,Team_D,TL_DC011_D,Shift_Manager_Evening,Manager_Brussels,DC011,Benelux,Belgium
EMP0348,Employee_0348,Replenisher,Team_D,TL_DC011_D,Shift_Manager_Morning,Manager_Brussels,DC011,Benelux,Belgium
EMP0349,Employee_0349,Warehouse Associate,Team_D,TL_DC011_D,Shift_Manager_Morning,Manager_Brussels,DC011,Benelux,Belgium
EMP0350,Employee_0350,Packer,Team_D,TL_DC011_D,Shift_Manager_Night,Manager_Brussels,DC011,Benelux,Belgium
EMP0351,Employee_0351,Picker,Team_D,TL_DC011_D,Shift_Manager_Morning,Manager_Brussels,DC011,Benelux,Belgium
EMP0352,Employee_0352,Packer,Team_D,TL_DC011_D,Shift_Manager_Evening,Manager_Brussels,DC011,Benelux,Belgium
EMP0353,Employee_0353,Warehouse Associate,Team_A,TL_DC012_A,Shift_Manager_Night,Manager_Antwerp,DC012,Benelux,Belgium
EMP0354,Employee_0354,Picker,Team_A,TL_DC012_A,Shift_Manager_Evening,Manager_Antwerp,DC012,Benelux,Belgium
EMP0355,Employee_0355,Packer,Team_A,TL_DC012_A,Shift_Manager_Night,Manager_Antwerp,DC012,Benelux,Belgium
EMP0356,Employee_0356,Replenisher,Team_A,TL_DC012_A,Shift_Manager_Night,Manager_Antwerp,DC012,Benelux,Belgium
EMP0357,Employee_0357,Picker,Team_A,TL_DC012_A,Shift_Manager_Evening,Manager_Antwerp,DC012,Benelux,Belgium
EMP0358,Employee_0358,Warehouse Associate,Team_A,TL_DC012_A,Shift_Manager_Morning,Manager_Antwerp,DC012,Benelux,Belgium
EMP0359,Employee_0359,Replenisher,Team_A,TL_DC012_A,Shift_Manager_Morning,Manager_Antwerp,DC012,Benelux,Belgium
EMP0360,Employee_0360,Picker,Team_A,TL_DC012_A,Shift_Manager_Evening,Manager_Antwerp,DC012,Benelux,Belgium
EMP0361,Employee_0361,Picker,Team_B,TL_DC012_B,Shift_Manager_Morning,Manager_Antwerp,DC012,Benelux,Belgium
EMP0362,Employee_0362,Picker,Team_B,TL_DC012_B,Shift_Manager_Evening,Manager_Antwerp,DC012,Benelux,Belgium
EMP0363,Employee_0363,Replenisher,Team_B,TL_DC012_B,Shift_Manager_Evening,Manager_Antwerp,DC012,Benelux,Belgium
EMP0364,Employee_0364,Picker,Team_B,TL_DC012_B,Shift_Manager_Morning,Manager_Antwerp,DC012,Benelux,Belgium
EMP0365,Employee_0365,Packer,Team_B,TL_DC012_B,Shift_Manager_Morning,Manager_Antwerp,DC012,Benelux,Belgium
EMP0366,Employee_0366,Warehouse Associate,Team_B,TL_DC012_B,Shift_Manager_Night,Manager_Antwerp,DC012,Benelux,Belgium
EMP0367,Employee_0367,Warehouse Associate,Team_B,TL_DC012_B,Shift_Manager_Morning,Manager_Antwerp,DC012,Benelux,Belgium
EMP0368,Employee_0368,Packer,Team_B,TL_DC012_B,Shift_Manager_Morning,Manager_Antwerp,DC012,Benelux,Belgium
EMP0369,Employee_0369,Packer,Team_C,TL_DC012_C,Shift_Manager_Night,Manager_Antwerp,DC012,Benelux,Belgium
EMP0370,Employee_0370,Warehouse Associate,Team_C,TL_DC012_C,Shift_Manager_Morning,Manager_Antwerp,DC012,Benelux,Belgium
EMP0371,Employee_0371,Replenisher,Team_C,TL_DC012_C,Shift_Manager_Morning,Manager_Antwerp,DC012,Benelux,Belgium
EMP0372,Employee_0372,Warehouse Associate,Team_C,TL_DC012_C,Shift_Manager_Night,Manager_Antwerp,DC012,Benelux,Belgium
EMP0373,Employee_0373,Warehouse Associate,Team_C,TL_DC012_C,Shift_Manager_Evening,Manager_Antwerp,DC012,Benelux,Belgium
EMP0374,Employee_0374,Replenisher,Team_C,TL_DC012_C,Shift_Manager_Night,Manager_Antwerp,DC012,Benelux,Belgium
EMP0375,Employee_0375,Packer,Team_C,TL_DC012_C,Shift_Manager_Evening,Manager_Antwerp,DC012,Benelux,Belgium
EMP0376,Employee_0376,Warehouse Associate,Team_C,TL_DC012_C,Shift_Manager_Night,Manager_Antwerp,DC012,Benelux,Belgium
EMP0377,Employee_0377,Warehouse Associate,Team_D,TL_DC012_D,Shift_Manager_Morning,Manager_Antwerp,DC012,Benelux,Belgium
EMP0378,Employee_0378,Packer,Team_D,TL_DC012_D,Shift_Manager_Night,Manager_Antwerp,DC012,Benelux,Belgium
EMP0379,Employee_0379,Packer,Team_D,TL_DC012_D,Shift_Manager_Morning,Manager_Antwerp,DC012,Benelux,Belgium
EMP0380,Employee_0380,Picker,Team_D,TL_DC012_D,Shift_Manager_Evening,Manager_Antwerp,DC012,Benelux,Belgium
EMP0381,Employee_0381,Packer,Team_D,TL_DC012_D,Shift_Manager_Morning,Manager_Antwerp,DC012,Benelux,Belgium
EMP0382,Employee_0382,Packer,Team_D,TL_DC012_D,Shift_Manager_Morning,Manager_Antwerp,DC012,Benelux,Belgium
EMP0383,Employee_0383,Warehouse Associate,Team_D,TL_DC012_D,Shift_Manager_Morning,Manager_Antwerp,DC012,Benelux,Belgium
EMP0384,Employee_0384,Warehouse Associate,Team_D,TL_DC012_D,Shift_Manager_Morning,Manager_Antwerp,DC012,Benelux,Belgium
