Date,Week,Month,Country,Region,DC_ID,DC_Name,DC_Manager,Team_Leader,Team,Shift,Employee_ID,Employee_Name,Role,SelectionRate_Cases,PickRate,ReplenishmentRate,IdleSelectionTime_pct,OnTaskTime_pct,Overtime_pct,LaborHours,LaborCost_EUR,OrdersProcessed,UnitsProcessed,ForecastVolume,ActualVolume,CapacityUtilization_pct,EquipmentDowntime_Min,InventoryAccuracy_pct,PickingErrorRate_pct,OnTimeShipment_pct,Absenteeism_pct,SafetyIncidents,Anomaly_Scenario
2025-02-11,WK07,2025-02,Germany,DACH,DC008,Munich DC,Manager_Munich,TL_DC008_B,Team_B,Evening,EMP0238,Employee_0238,Picker,168.1,129.1,147.3,5.3,88.9,6.4,8.49,316.43,201,837,1207,1240,105,10.3,98.4,1.7,100,1.6,0,None
2025-02-11,WK07,2025-02,Germany,DACH,DC009,Cologne DC,Manager_Cologne,TL_DC009_C,Team_C,Morning,EMP0276,Employee_0276,Warehouse Associate,197.3,139.6,152.4,5.5,96.1,1.7,8.33,214.4,267,1057,695,698,69.8,41.7,98.0,0.2,93.4,2.8,0,None
2025-02-11,WK07,2025-02,Germany,DACH,DC010,Frankfurt DC,Manager_Frankfurt,TL_DC010_B,Team_B,Night,EMP0303,Employee_0303,Replenisher,174.0,150.7,136.8,9.8,89.1,5.2,8.0,271.17,236,907,1246,1460,105,43.0,98.9,1.17,97.3,1.8,0,None
2025-02-11,WK07,2025-02,Belgium,Benelux,DC011,Brussels DC,Manager_Brussels,TL_DC011_B,Team_B,Evening,EMP0334,Employee_0334,Warehouse Associate,168.3,148.0,147.2,5.5,91.8,5.2,8.31,214.57,237,794,1128,1280,105,16.6,99.2,2.89,97.4,4.6,0,None
2025-02-11,WK07,2025-02,Germany,DACH,DC008,Munich DC,Manager_Munich,TL_DC008_A,Team_A,Morning,EMP0228,Employee_0228,Packer,187.3,137.9,145.5,6.8,92.3,4.8,8.45,214.37,263,1215,699,818,74.4,18.8,96.9,1.69,96.6,3.1,0,None
2025-02-11,WK07,2025-02,Germany,DACH,DC009,Cologne DC,Manager_Cologne,TL_DC009_D,Team_D,Night,EMP0287,Employee_0287,Warehouse Associate,143.8,125.0,102.4,7.1,83.2,7.2,8.38,315.68,258,1008,896,820,82.0,14.1,100,2.7,98.4,4.7,0,None
2025-02-11,WK07,2025-02,Germany,DACH,DC005,Muelheim DC,Manager_Muelheim,TL_DC005_B,Team_B,Night,EMP0138,Employee_0138,Replenisher,179.2,161.6,140.8,5.7,88.6,4.8,8.63,320.57,275,1445,782,932,71.7,6.2,97.3,1.36,96.9,3.1,0,None
2025-02-11,WK07,2025-02,Germany,DACH,DC007,Berlin DC,Manager_Berlin,TL_DC007_A,Team_A,Night,EMP0198,Employee_0198,Warehouse Associate,171.1,168.4,144.2,5.7,90.6,9.2,8.07,307.48,331,1371,1030,1218,105,27.9,97.0,1.73,94.0,1.5,0,None
2025-02-11,WK07,2025-02,Belgium,Benelux,DC011,Brussels DC,Manager_Brussels,TL_DC011_B,Team_B,Evening,EMP0332,Employee_0332,Picker,172.6,143.5,131.8,5.9,93.0,4.3,7.73,288.47,221,906,1292,1226,105,10.9,97.9,1.93,96.8,1.5,0,None
2025-02-11,WK07,2025-02,Belgium,Benelux,DC012,Antwerp DC,Manager_Antwerp,TL_DC012_A,Team_A,Morning,EMP0353,Employee_0353,Warehouse Associate,176.2,167.7,156.0,3.2,93.1,7.0,7.6,234.23,253,1213,877,778,74.1,27.3,97.8,3.04,97.4,2.8,0,None
2025-02-11,WK07,2025-02,Belgium,Benelux,DC011,Brussels DC,Manager_Brussels,TL_DC011_C,Team_C,Evening,EMP0340,Employee_0340,Warehouse Associate,159.7,156.6,121.4,7.9,88.6,4.3,8.62,322.65,234,942,665,616,81.1,6.6,97.7,2.36,98.0,3.3,0,None
2025-02-11,WK07,2025-02,Netherlands,Benelux,DC004,Eindhoven DC,Manager_Eindhoven,TL_DC004_B,Team_B,Evening,EMP0107,Employee_0107,Packer,159.9,157.6,156.3,4.5,91.5,5.4,8.13,280.31,259,1230,993,1058,105,22.0,97.2,2.69,95.0,3.3,0,None
2025-02-11,WK07,2025-02,Netherlands,Benelux,DC004,Eindhoven DC,Manager_Eindhoven,TL_DC004_D,Team_D,Night,EMP0128,Employee_0128,Packer,153.7,148.2,146.7,7.7,85.5,5.7,7.51,240.7,296,1390,1444,1567,105,21.6,98.8,3.25,96.3,2.6,0,None
2025-02-11,WK07,2025-02,Germany,DACH,DC007,Berlin DC,Manager_Berlin,TL_DC007_C,Team_C,Night,EMP0210,Employee_0210,Packer,141.8,109.5,113.4,6.3,85.8,6.9,8.4,218.48,199,1024,735,701,77.9,17.9,96.8,1.43,100,1.2,0,None
2025-02-11,WK07,2025-02,Netherlands,Benelux,DC003,Utrecht DC,Manager_Utrecht,TL_DC003_B,Team_B,Night,EMP0076,Employee_0076,Packer,151.8,127.5,123.2,7.1,89.1,6.9,8.7,246.71,243,848,818,876,92.2,20.3,96.4,2.55,94.7,2.7,0,None
2025-02-11,WK07,2025-02,Germany,DACH,DC007,Berlin DC,Manager_Berlin,TL_DC007_C,Team_C,Evening,EMP0214,Employee_0214,Packer,184.1,142.5,127.5,2.6,91.4,7.5,8.1,213.77,216,734,834,939,104.3,22.5,97.5,1.73,98.0,4.1,0,None
2025-02-11,WK07,2025-02,Netherlands,Benelux,DC003,Utrecht DC,Manager_Utrecht,TL_DC003_B,Team_B,Evening,EMP0078,Employee_0078,Warehouse Associate,172.7,137.3,128.3,4.4,88.1,4.6,8.07,220.46,218,950,989,932,98.1,12.8,98.9,1.13,95.9,4.8,0,None
2025-02-11,WK07,2025-02,Netherlands,Benelux,DC003,Utrecht DC,Manager_Utrecht,TL_DC003_A,Team_A,Night,EMP0071,Employee_0071,Packer,152.7,120.8,146.3,6.4,89.8,2.2,7.86,203.62,179,660,779,924,97.3,14.0,97.8,1.46,97.3,2.6,0,None
2025-02-11,WK07,2025-02,Netherlands,Benelux,DC002,Rotterdam DC,Manager_Rotterdam,TL_DC002_C,Team_C,Evening,EMP0049,Employee_0049,Warehouse Associate,179.6,159.7,175.3,6.2,94.1,7.1,8.61,241.26,297,1580,914,873,72.8,7.4,97.6,1.98,96.1,4.5,0,None
2025-02-11,WK07,2025-02,Germany,DACH,DC005,Muelheim DC,Manager_Muelheim,TL_DC005_A,Team_A,Morning,EMP0135,Employee_0135,Replenisher,179.3,170.7,144.1,9.1,87.3,4.9,8.78,238.86,354,1339,916,922,70.9,30.6,98.1,2.06,95.8,2.9,0,None
2025-02-11,WK07,2025-02,Germany,DACH,DC006,Hamburg DC,Manager_Hamburg,TL_DC006_A,Team_A,Morning,EMP0163,Employee_0163,Replenisher,186.1,166.7,114.4,4.2,87.2,6.2,8.25,251.68,292,1140,1043,966,77.3,16.4,99.1,3.89,100,5.3,0,None
2025-02-11,WK07,2025-02,Belgium,Benelux,DC011,Brussels DC,Manager_Brussels,TL_DC011_C,Team_C,Evening,EMP0341,Employee_0341,Packer,163.8,143.3,108.7,2.0,90.4,7.7,8.64,267.09,255,1384,834,761,100.1,20.2,96.6,2.18,97.4,3.2,0,None
2025-02-11,WK07,2025-02,Netherlands,Benelux,DC004,Eindhoven DC,Manager_Eindhoven,TL_DC004_C,Team_C,Morning,EMP0119,Employee_0119,Replenisher,178.9,149.8,133.7,3.9,91.0,4.4,9.41,353.22,238,1271,884,1043,105,24.8,97.0,2.49,97.6,4.1,0,None
2025-02-11,WK07,2025-02,Germany,DACH,DC005,Muelheim DC,Manager_Muelheim,TL_DC005_A,Team_A,Morning,EMP0131,Employee_0131,Picker,192.6,160.0,147.8,5.4,86.8,7.1,8.11,282.96,262,1399,823,740,56.9,7.7,99.1,1.91,97.0,1.4,0,None
2025-02-11,WK07,2025-02,Netherlands,Benelux,DC002,Rotterdam DC,Manager_Rotterdam,TL_DC002_B,Team_B,Night,EMP0041,Employee_0041,Warehouse Associate,169.8,159.9,146.0,9.6,91.8,6.8,8.85,320.36,337,1752,1062,1105,92.1,19.1,97.4,0.77,98.9,0.7,0,None
2025-02-11,WK07,2025-02,Netherlands,Benelux,DC003,Utrecht DC,Manager_Utrecht,TL_DC003_C,Team_C,Evening,EMP0086,Employee_0086,Warehouse Associate,170.1,125.4,155.3,6.3,86.7,7.4,8.01,290.98,223,1026,700,652,68.6,11.5,98.6,1.91,97.6,4.9,0,None
2025-02-11,WK07,2025-02,Germany,DACH,DC005,Muelheim DC,Manager_Muelheim,TL_DC005_C,Team_C,Evening,EMP0147,Employee_0147,Warehouse Associate,172.4,162.3,126.9,4.5,90.7,5.0,7.28,268.53,282,1351,594,618,47.5,0,98.2,2.69,97.1,3.2,0,None
2025-02-11,WK07,2025-02,Netherlands,Benelux,DC002,Rotterdam DC,Manager_Rotterdam,TL_DC002_B,Team_B,Morning,EMP0048,Employee_0048,Warehouse Associate,159.5,160.2,171.1,6.9,92.0,5.9,8.04,242.81,335,1069,1004,1144,95.3,29.7,98.3,3.14,98.8,4.9,0,None
2025-02-11,WK07,2025-02,Netherlands,Benelux,DC004,Eindhoven DC,Manager_Eindhoven,TL_DC004_A,Team_A,Morning,EMP0103,Employee_0103,Packer,172.2,168.9,159.4,4.6,86.2,4.0,8.27,229.38,360,1752,728,711,91.2,5.4,99.1,2.75,100,3.9,0,None
2025-02-11,WK07,2025-02,Netherlands,Benelux,DC001,Amsterdam DC,Manager_Amsterdam,TL_DC001_C,Team_C,Morning,EMP0022,Employee_0022,Picker,165.4,161.6,148.3,6.6,90.0,5.7,9.12,251.85,295,1356,938,1067,105,6.0,99.1,1.09,97.2,3.4,0,None
2025-02-11,WK07,2025-02,Belgium,Benelux,DC011,Brussels DC,Manager_Brussels,TL_DC011_D,Team_D,Morning,EMP0350,Employee_0350,Packer,181.6,144.9,140.8,5.7,90.4,6.6,7.69,266.61,216,739,702,670,88.2,39.5,98.0,2.13,99.7,3.8,0,None
2025-02-11,WK07,2025-02,Netherlands,Benelux,DC004,Eindhoven DC,Manager_Eindhoven,TL_DC004_D,Team_D,Night,EMP0127,Employee_0127,Replenisher,170.3,130.7,122.5,10.3,92.0,8.2,9.67,368.52,185,928,975,1144,105,46.5,96.6,2.24,97.4,2.1,0,None
2025-02-11,WK07,2025-02,Germany,DACH,DC009,Cologne DC,Manager_Cologne,TL_DC009_B,Team_B,Morning,EMP0266,Employee_0266,Replenisher,203.5,162.6,133.1,9.6,85.4,4.9,8.02,226.74,270,1250,709,807,80.7,34.6,98.6,1.25,98.1,2.6,0,None
2025-02-11,WK07,2025-02,Germany,DACH,DC006,Hamburg DC,Manager_Hamburg,TL_DC006_D,Team_D,Evening,EMP0189,Employee_0189,Picker,155.8,124.5,135.2,4.5,92.5,10.3,8.74,287.26,243,860,857,826,66.1,23.8,98.8,3.29,98.5,3.8,0,None
2025-02-11,WK07,2025-02,Germany,DACH,DC009,Cologne DC,Manager_Cologne,TL_DC009_D,Team_D,Morning,EMP0281,Employee_0281,Replenisher,147.8,151.5,150.8,6.3,88.9,5.5,7.54,237.75,307,1369,1078,1246,105,14.0,96.4,0.82,96.5,2.3,0,None
2025-02-11,WK07,2025-02,Germany,DACH,DC010,Frankfurt DC,Manager_Frankfurt,TL_DC010_C,Team_C,Night,EMP0312,Employee_0312,Warehouse Associate,150.0,130.5,122.5,8.0,89.2,5.2,8.76,310.94,277,1269,1067,1157,100.6,25.1,99.6,0.45,96.4,1.2,0,None
2025-02-11,WK07,2025-02,Netherlands,Benelux,DC002,Rotterdam DC,Manager_Rotterdam,TL_DC002_A,Team_A,Morning,EMP0033,Employee_0033,Packer,221.7,169.9,153.4,7.6,91.8,3.1,9.48,253.75,353,1308,1238,1298,105,19.5,99.3,3.04,96.9,3.7,0,None
2025-02-11,WK07,2025-02,Netherlands,Benelux,DC003,Utrecht DC,Manager_Utrecht,TL_DC003_B,Team_B,Morning,EMP0079,Employee_0079,Packer,146.4,148.6,138.8,5.4,84.7,6.2,9.18,347.89,271,1267,977,930,97.9,7.7,97.1,2.51,95.9,4.5,0,None
2025-02-11,WK07,2025-02,Belgium,Benelux,DC012,Antwerp DC,Manager_Antwerp,TL_DC012_B,Team_B,Evening,EMP0365,Employee_0365,Packer,198.8,155.3,126.7,10.4,83.6,6.5,7.81,271.83,313,1305,927,969,92.3,21.6,99.3,3.07,96.9,1.9,0,None
2025-02-11,WK07,2025-02,Netherlands,Benelux,DC001,Amsterdam DC,Manager_Amsterdam,TL_DC001_B,Team_B,Evening,EMP0015,Employee_0015,Picker,173.4,149.1,148.3,6.4,89.6,2.7,7.57,234.38,255,821,679,663,78.0,7.1,97.2,1.49,96.9,1.9,0,None
2025-02-11,WK07,2025-02,Germany,DACH,DC005,Muelheim DC,Manager_Muelheim,TL_DC005_A,Team_A,Evening,EMP0130,Employee_0130,Warehouse Associate,204.5,168.4,149.8,7.0,97.2,5.6,8.21,268.8,319,961,978,1061,81.6,17.9,98.6,2.41,96.2,3.1,0,None
2025-02-11,WK07,2025-02,Germany,DACH,DC008,Munich DC,Manager_Munich,TL_DC008_A,Team_A,Night,EMP0227,Employee_0227,Replenisher,167.3,138.5,105.6,7.7,88.2,8.0,8.9,250.94,216,998,957,1117,101.5,34.6,98.0,2.5,96.9,3.4,0,None
2025-02-11,WK07,2025-02,Germany,DACH,DC009,Cologne DC,Manager_Cologne,TL_DC009_D,Team_D,Night,EMP0288,Employee_0288,Warehouse Associate,149.1,134.5,122.2,10.8,90.3,3.1,7.21,223.94,252,797,1052,1193,105,24.6,98.3,2.2,96.8,2.5,0,None
2025-02-11,WK07,2025-02,Netherlands,Benelux,DC003,Utrecht DC,Manager_Utrecht,TL_DC003_A,Team_A,Night,EMP0066,Employee_0066,Picker,162.1,125.1,123.3,9.5,87.6,8.2,9.12,259.7,263,818,854,784,82.5,0,98.2,1.19,97.6,4.0,0,None
2025-02-11,WK07,2025-02,Netherlands,Benelux,DC001,Amsterdam DC,Manager_Amsterdam,TL_DC001_B,Team_B,Evening,EMP0014,Employee_0014,Warehouse Associate,203.0,164.6,150.0,6.0,92.1,5.0,8.52,302.79,264,1224,813,833,98.0,3.7,97.9,1.08,98.4,5.1,0,None
2025-02-11,WK07,2025-02,Netherlands,Benelux,DC001,Amsterdam DC,Manager_Amsterdam,TL_DC001_A,Team_A,Night,EMP0005,Employee_0005,Warehouse Associate,191.1,160.8,127.5,8.1,85.1,8.6,8.41,243.92,297,1103,669,724,85.2,1.7,97.2,2.49,96.6,4.7,0,None
2025-02-11,WK07,2025-02,Germany,DACH,DC005,Muelheim DC,Manager_Muelheim,TL_DC005_B,Team_B,Evening,EMP0139,Employee_0139,Picker,190.4,164.4,134.9,4.8,90.0,5.0,8.16,253.6,238,781,846,1012,77.8,2.4,97.8,2.73,95.4,4.6,0,None
2025-02-11,WK07,2025-02,Germany,DACH,DC005,Muelheim DC,Manager_Muelheim,TL_DC005_D,Team_D,Evening,EMP0154,Employee_0154,Replenisher,176.6,175.4,125.1,3.7,90.2,6.7,7.96,246.2,347,1761,683,774,59.5,18.3,96.3,1.24,100,4.3,0,None
2025-02-11,WK07,2025-02,Netherlands,Benelux,DC003,Utrecht DC,Manager_Utrecht,TL_DC003_A,Team_A,Morning,EMP0069,Employee_0069,Picker,179.1,138.8,111.6,5.6,86.8,7.5,9.26,346.81,258,913,744,690,72.6,0,98.6,1.69,97.9,5.3,0,None
2025-02-11,WK07,2025-02,Germany,DACH,DC005,Muelheim DC,Manager_Muelheim,TL_DC005_A,Team_A,Night,EMP0132,Employee_0132,Picker,192.0,136.8,150.9,7.2,90.0,4.7,8.48,269.17,215,822,772,884,68.0,9.7,99.5,2.69,97.2,5.1,0,None
2025-02-11,WK07,2025-02,Germany,DACH,DC006,Hamburg DC,Manager_Hamburg,TL_DC006_B,Team_B,Morning,EMP0172,Employee_0172,Warehouse Associate,167.7,148.9,130.1,7.1,90.4,9.6,9.8,280.61,268,1431,702,710,56.8,23.4,96.4,2.12,96.8,3.3,0,None
2025-02-11,WK07,2025-02,Germany,DACH,DC009,Cologne DC,Manager_Cologne,TL_DC009_B,Team_B,Night,EMP0270,Employee_0270,Picker,194.9,142.9,140.9,6.2,87.8,7.4,8.39,249.67,224,866,982,1042,104.2,7.5,97.3,1.04,97.7,1.9,0,None
2025-02-11,WK07,2025-02,Germany,DACH,DC010,Frankfurt DC,Manager_Frankfurt,TL_DC010_B,Team_B,Evening,EMP0298,Employee_0298,Picker,184.2,147.7,135.2,4.2,87.0,6.0,7.98,245.07,319,1368,1127,1045,90.9,0.9,98.3,2.73,97.6,3.6,0,None
2025-02-11,WK07,2025-02,Netherlands,Benelux,DC004,Eindhoven DC,Manager_Eindhoven,TL_DC004_D,Team_D,Night,EMP0124,Employee_0124,Replenisher,152.9,133.6,124.3,6.5,94.7,6.6,9.03,266.68,216,735,780,910,105,20.8,97.5,1.87,95.9,3.2,0,None
2025-02-11,WK07,2025-02,Germany,DACH,DC007,Berlin DC,Manager_Berlin,TL_DC007_C,Team_C,Evening,EMP0215,Employee_0215,Picker,182.1,155.3,159.2,5.6,92.9,6.4,8.33,268.4,325,1192,733,858,95.3,5.3,98.1,3.42,98.9,5.1,0,None
2025-02-11,WK07,2025-02,Germany,DACH,DC009,Cologne DC,Manager_Cologne,TL_DC009_C,Team_C,Night,EMP0275,Employee_0275,Replenisher,166.0,129.0,128.9,6.1,90.8,5.8,8.18,210.09,252,813,1170,1059,105,20.7,98.4,2.08,99.5,4.3,0,None
2025-02-11,WK07,2025-02,Germany,DACH,DC009,Cologne DC,Manager_Cologne,TL_DC009_A,Team_A,Night,EMP0260,Employee_0260,Warehouse Associate,180.3,159.5,118.8,6.6,92.4,7.9,9.15,301.19,266,1054,792,860,86.0,41.7,99.2,1.09,96.0,3.6,0,None
2025-02-11,WK07,2025-02,Germany,DACH,DC009,Cologne DC,Manager_Cologne,TL_DC009_D,Team_D,Night,EMP0285,Employee_0285,Replenisher,169.9,145.6,109.5,4.6,89.7,6.0,7.64,262.9,216,734,935,1098,105,33.5,98.4,0.71,97.4,3.4,0,None
2025-02-11,WK07,2025-02,Netherlands,Benelux,DC001,Amsterdam DC,Manager_Amsterdam,TL_DC001_A,Team_A,Evening,EMP0003,Employee_0003,Warehouse Associate,192.9,160.9,158.3,6.1,90.2,8.9,7.94,272.77,231,869,849,956,105,44.4,96.5,1.17,97.7,2.3,0,None
2025-02-11,WK07,2025-02,Germany,DACH,DC010,Frankfurt DC,Manager_Frankfurt,TL_DC010_B,Team_B,Night,EMP0302,Employee_0302,Packer,141.4,139.5,158.4,8.9,82.2,10.5,8.38,224.52,248,1234,1110,1194,103.8,29.8,97.6,2.47,98.4,2.9,0,None
2025-02-11,WK07,2025-02,Belgium,Benelux,DC011,Brussels DC,Manager_Brussels,TL_DC011_A,Team_A,Evening,EMP0323,Employee_0323,Picker,162.9,155.5,115.2,5.2,92.3,5.8,8.72,297.55,334,1088,982,1073,105,13.0,98.6,1.29,93.4,3.2,0,None
2025-02-11,WK07,2025-02,Netherlands,Benelux,DC001,Amsterdam DC,Manager_Amsterdam,TL_DC001_C,Team_C,Evening,EMP0017,Employee_0017,Replenisher,182.2,156.1,129.6,6.2,90.9,10.1,8.45,275.86,324,1776,1238,1100,105,26.7,96.9,1.92,99.1,1.1,0,None
2025-02-11,WK07,2025-02,Germany,DACH,DC005,Muelheim DC,Manager_Muelheim,TL_DC005_D,Team_D,Morning,EMP0153,Employee_0153,Replenisher,182.0,149.7,160.7,5.4,90.4,3.4,8.05,266.22,278,1072,882,901,69.3,47.1,98.4,1.02,97.2,2.4,0,None
2025-02-11,WK07,2025-02,Belgium,Benelux,DC012,Antwerp DC,Manager_Antwerp,TL_DC012_C,Team_C,Night,EMP0370,Employee_0370,Warehouse Associate,177.3,137.7,146.8,9.4,88.5,10.1,7.49,273.68,301,1078,949,1104,105,21.7,96.6,0.37,98.3,2.5,0,None
2025-02-11,WK07,2025-02,Germany,DACH,DC010,Frankfurt DC,Manager_Frankfurt,TL_DC010_A,Team_A,Morning,EMP0291,Employee_0291,Picker,210.6,170.7,148.1,4.5,87.9,8.5,9.05,273.46,292,1631,1034,1237,105,9.2,96.3,2.6,96.5,3.2,0,None
2025-02-11,WK07,2025-02,Netherlands,Benelux,DC004,Eindhoven DC,Manager_Eindhoven,TL_DC004_C,Team_C,Evening,EMP0120,Employee_0120,Packer,189.8,140.9,117.5,7.3,87.4,6.1,7.6,204.71,234,1246,846,850,105,0,97.7,1.53,97.5,3.5,3,Safety incident event
2025-02-11,WK07,2025-02,Germany,DACH,DC010,Frankfurt DC,Manager_Frankfurt,TL_DC010_B,Team_B,Evening,EMP0297,Employee_0297,Packer,189.8,145.2,106.2,4.6,92.2,5.7,7.79,273.28,258,1490,1061,1022,88.9,20.7,97.9,2.29,97.1,5.2,0,None
2025-02-11,WK07,2025-02,Netherlands,Benelux,DC004,Eindhoven DC,Manager_Eindhoven,TL_DC004_A,Team_A,Evening,EMP0099,Employee_0099,Packer,180.1,160.7,146.6,5.4,88.2,3.7,8.54,215.46,259,1312,1006,1138,105,13.5,97.2,1.72,98.9,0.7,0,None
2025-02-11,WK07,2025-02,Belgium,Benelux,DC012,Antwerp DC,Manager_Antwerp,TL_DC012_A,Team_A,Morning,EMP0360,Employee_0360,Picker,187.4,161.5,154.9,6.0,91.2,2.5,6.89,246.38,238,1197,809,951,90.6,35.4,99.1,2.04,98.6,3.8,0,None
2025-02-11,WK07,2025-02,Germany,DACH,DC008,Munich DC,Manager_Munich,TL_DC008_C,Team_C,Evening,EMP0242,Employee_0242,Replenisher,143.6,121.2,140.3,6.6,92.7,4.6,8.02,234.61,198,650,1044,1188,105,25.1,96.2,2.61,99.0,3.3,0,None
2025-02-12,WK07,2025-02,Germany,DACH,DC008,Munich DC,Manager_Munich,TL_DC008_A,Team_A,Evening,EMP0232,Employee_0232,Picker,170.9,159.1,144.7,6.2,86.3,5.4,7.82,224.83,244,983,1108,1279,105,0,98.5,1.37,98.4,2.9,0,None
2025-02-12,WK07,2025-02,Netherlands,Benelux,DC001,Amsterdam DC,Manager_Amsterdam,TL_DC001_A,Team_A,Morning,EMP0001,Employee_0001,Picker,205.0,157.1,162.2,2.6,91.4,7.2,8.05,209.99,281,1063,1183,1123,105,17.8,97.0,2.96,96.2,0.9,0,None
2025-02-12,WK07,2025-02,Netherlands,Benelux,DC004,Eindhoven DC,Manager_Eindhoven,TL_DC004_C,Team_C,Night,EMP0119,Employee_0119,Replenisher,161.9,115.0,128.8,5.6,86.4,7.9,8.88,322.22,209,895,961,1041,105,1.5,97.0,1.45,99.8,3.3,0,None
2025-02-12,WK07,2025-02,Germany,DACH,DC008,Munich DC,Manager_Munich,TL_DC008_A,Team_A,Night,EMP0226,Employee_0226,Warehouse Associate,172.8,130.0,135.8,5.7,86.6,8.9,8.9,293.04,261,1251,860,903,82.1,7.9,97.2,1.73,97.9,3.8,0,None
2025-02-12,WK07,2025-02,Belgium,Benelux,DC011,Brussels DC,Manager_Brussels,TL_DC011_D,Team_D,Evening,EMP0351,Employee_0351,Picker,145.4,143.9,107.8,2.1,90.1,6.6,9.68,260.88,292,1117,1112,1288,105,25.7,99.0,2.06,97.1,2.7,0,None
2025-02-12,WK07,2025-02,Germany,DACH,DC009,Cologne DC,Manager_Cologne,TL_DC009_C,Team_C,Morning,EMP0279,Employee_0279,Packer,199.4,150.0,129.7,5.8,92.4,6.1,7.83,229.79,245,1409,1061,1028,102.8,24.6,97.5,2.45,94.5,1.8,0,None
2025-02-12,WK07,2025-02,Germany,DACH,DC007,Berlin DC,Manager_Berlin,TL_DC007_D,Team_D,Night,EMP0217,Employee_0217,Warehouse Associate,147.9,122.9,117.2,8.0,90.2,8.4,8.55,305.01,251,991,1125,1128,105,22.6,97.4,2.53,96.3,3.0,0,None
2025-02-12,WK07,2025-02,Germany,DACH,DC010,Frankfurt DC,Manager_Frankfurt,TL_DC010_A,Team_A,Morning,EMP0291,Employee_0291,Picker,226.0,140.6,151.6,6.0,95.4,4.8,9.73,317.94,300,1477,928,817,71.0,9.8,97.8,1.38,97.1,1.5,0,None
2025-02-12,WK07,2025-02,Germany,DACH,DC008,Munich DC,Manager_Munich,TL_DC008_C,Team_C,Morning,EMP0245,Employee_0245,Picker,146.1,149.2,147.0,5.2,93.5,5.7,8.76,288.08,225,775,903,904,82.2,38.9,96.4,1.13,91.2,3.6,0,None
2025-02-12,WK07,2025-02,Germany,DACH,DC008,Munich DC,Manager_Munich,TL_DC008_C,Team_C,Morning,EMP0241,Employee_0241,Replenisher,151.0,150.1,152.9,4.8,91.9,9.5,9.65,266.23,260,1036,847,745,67.7,21.3,97.0,1.23,97.0,2.5,0,None
2025-02-12,WK07,2025-02,Netherlands,Benelux,DC001,Amsterdam DC,Manager_Amsterdam,TL_DC001_A,Team_A,Evening,EMP0005,Employee_0005,Warehouse Associate,181.3,171.0,166.2,6.5,89.5,5.5,9.6,317.22,274,1471,1019,1024,105,32.2,99.5,1.73,96.5,2.7,0,None
2025-02-12,WK07,2025-02,Germany,DACH,DC008,Munich DC,Manager_Munich,TL_DC008_C,Team_C,Evening,EMP0242,Employee_0242,Replenisher,133.9,122.1,112.6,6.3,92.1,7.3,9.53,337.55,267,1176,1005,1048,95.3,2.4,96.7,1.58,95.8,4.0,0,None
2025-02-12,WK07,2025-02,Germany,DACH,DC005,Muelheim DC,Manager_Muelheim,TL_DC005_B,Team_B,Evening,EMP0139,Employee_0139,Picker,186.6,157.5,134.5,2.8,89.1,2.5,7.45,205.33,311,1243,1009,1081,83.2,7.0,97.8,2.48,96.6,2.9,0,None
2025-02-12,WK07,2025-02,Germany,DACH,DC007,Berlin DC,Manager_Berlin,TL_DC007_D,Team_D,Morning,EMP0220,Employee_0220,Packer,153.5,134.9,134.7,8.8,86.8,7.8,7.65,235.83,244,828,1083,959,105,22.4,96.9,2.32,98.6,5.2,0,None
2025-02-12,WK07,2025-02,Netherlands,Benelux,DC004,Eindhoven DC,Manager_Eindhoven,TL_DC004_C,Team_C,Night,EMP0118,Employee_0118,Warehouse Associate,165.7,134.1,112.9,7.2,89.8,8.3,8.61,235.9,206,763,1222,1294,105,10.4,98.6,2.46,96.9,3.6,0,None
2025-02-12,WK07,2025-02,Belgium,Benelux,DC011,Brussels DC,Manager_Brussels,TL_DC011_A,Team_A,Night,EMP0328,Employee_0328,Replenisher,170.0,143.1,146.9,7.8,88.2,6.9,8.61,311.35,310,1483,893,1055,105,23.7,96.9,1.71,98.4,2.4,0,None
2025-02-12,WK07,2025-02,Netherlands,Benelux,DC004,Eindhoven DC,Manager_Eindhoven,TL_DC004_B,Team_B,Morning,EMP0105,Employee_0105,Warehouse Associate,198.4,161.0,144.9,7.4,85.7,6.6,9.71,300.86,341,1569,1024,959,105,44.4,99.1,0.2,94.1,6.2,0,None
2025-02-12,WK07,2025-02,Netherlands,Benelux,DC003,Utrecht DC,Manager_Utrecht,TL_DC003_C,Team_C,Morning,EMP0081,Employee_0081,Picker,192.6,143.6,124.3,9.3,86.8,6.0,8.69,273.12,278,1394,1251,1276,105,13.9,97.3,1.59,97.3,2.2,0,None
2025-02-12,WK07,2025-02,Germany,DACH,DC009,Cologne DC,Manager_Cologne,TL_DC009_B,Team_B,Evening,EMP0266,Employee_0266,Replenisher,190.9,156.2,151.1,7.9,88.6,4.2,8.57,271.69,238,1329,872,998,99.8,8.1,97.1,2.02,97.6,4.0,0,None
2025-02-12,WK07,2025-02,Netherlands,Benelux,DC003,Utrecht DC,Manager_Utrecht,TL_DC003_A,Team_A,Evening,EMP0072,Employee_0072,Packer,186.9,146.1,136.7,5.9,92.0,3.8,9.16,280.47,216,1214,843,859,90.4,6.0,97.5,0.69,99.4,3.4,0,None
